old_id,old_name,usage_count,action,new_id,new_name,reason
190,朝天椒,69,KEEP,95,朝天椒,符合基础原生食材定义
195,甜玉米,68,KEEP,97,甜玉米,符合基础原生食材定义
202,龙利鱼,66,KEEP,98,龙利鱼,符合基础原生食材定义
205,圆白菜,65,MERGE,76,卷心菜,明确别名或规范名统一
209,黑米,63,KEEP,102,黑米,符合基础原生食材定义
210,鹌鹑蛋,63,KEEP,101,鹌鹑蛋,符合基础原生食材定义
214,紫甘蓝,63,KEEP,99,紫甘蓝,符合基础原生食材定义
215,火龙果,63,KEEP,100,火龙果,符合基础原生食材定义
217,口蘑,62,KEEP,103,口蘑,符合基础原生食材定义
220,芦笋,61,KEEP,104,芦笋,符合基础原生食材定义
222,鸡翅根,61,KEEP,105,鸡翅根,符合基础原生食材定义
226,银耳,60,KEEP,107,银耳,符合基础原生食材定义
229,香芹,60,KEEP,106,香芹,符合基础原生食材定义
234,荷兰豆,58,KEEP,109,荷兰豆,符合基础原生食材定义
235,冬瓜,58,KEEP,108,冬瓜,符合基础原生食材定义
238,茄子,57,KEEP,110,茄子,符合基础原生食材定义
244,鸡爪,56,KEEP,112,鸡爪,符合基础原生食材定义
246,青辣椒,56,KEEP,111,青辣椒,符合基础原生食材定义
250,鳕鱼,55,KEEP,113,鳕鱼,符合基础原生食材定义
258,红葱头,53,KEEP,114,红葱头,符合基础原生食材定义
259,包菜,53,MERGE,76,卷心菜,明确别名或规范名统一
261,青蒜,53,KEEP,115,青蒜,符合基础原生食材定义
262,栗子,53,KEEP,116,栗子,符合基础原生食材定义
264,平菇,52,KEEP,118,平菇,符合基础原生食材定义
266,薄荷,52,KEEP,117,薄荷,符合基础原生食材定义
268,鹰嘴豆,52,KEEP,119,鹰嘴豆,符合基础原生食材定义
269,金枪鱼,51,KEEP,121,金枪鱼,符合基础原生食材定义
271,鲜虾,51,MERGE,590,虾,明确别名或规范名统一
272,莲子,51,KEEP,122,莲子,符合基础原生食材定义
273,百香果,51,KEEP,120,百香果,符合基础原生食材定义
276,葱白,51,MERGE,1,葱,明确别名或规范名统一
278,小米,50,KEEP,127,小米,符合基础原生食材定义
279,鲫鱼,50,KEEP,126,鲫鱼,符合基础原生食材定义
281,薏米,50,KEEP,128,薏米,符合基础原生食材定义
282,葡萄,50,KEEP,124,葡萄,符合基础原生食材定义
284,杭椒,50,KEEP,123,杭椒,符合基础原生食材定义
285,猪骨,50,KEEP,125,猪骨,符合基础原生食材定义
287,蟹味菇,49,KEEP,134,蟹味菇,符合基础原生食材定义
289,猪肉馅,49,MERGE,4,猪肉,明确别名或规范名统一
291,白玉菇,49,KEEP,133,白玉菇,符合基础原生食材定义
294,海鲜菇,49,KEEP,132,海鲜菇,符合基础原生食材定义
295,马蹄,49,KEEP,131,马蹄,符合基础原生食材定义
296,花菜,49,KEEP,130,花菜,符合基础原生食材定义
297,毛豆,49,KEEP,129,毛豆,符合基础原生食材定义
301,樱桃,48,KEEP,135,樱桃,符合基础原生食材定义
306,黑豆,47,KEEP,139,黑豆,符合基础原生食材定义
307,小白菜,47,KEEP,137,小白菜,符合基础原生食材定义
308,绿豆芽,47,KEEP,138,绿豆芽,符合基础原生食材定义
309,四季豆,47,KEEP,136,四季豆,符合基础原生食材定义
314,羊排,46,KEEP,140,羊排,符合基础原生食材定义
317,鸡中翅,46,KEEP,141,鸡中翅,符合基础原生食材定义
321,藜麦,45,KEEP,144,藜麦,符合基础原生食材定义
322,秋葵,45,KEEP,142,秋葵,符合基础原生食材定义
325,三黄鸡,45,KEEP,143,三黄鸡,符合基础原生食材定义
328,茶树菇,44,KEEP,147,茶树菇,符合基础原生食材定义
329,桂圆,44,KEEP,146,桂圆,符合基础原生食材定义
335,莴笋,44,KEEP,145,莴笋,符合基础原生食材定义
336,青瓜,44,MERGE,19,黄瓜,明确别名或规范名统一
343,黄豆芽,43,KEEP,150,黄豆芽,符合基础原生食材定义
349,大头菜,43,KEEP,148,大头菜,符合基础原生食材定义
350,芹菜叶,43,KEEP,149,芹菜叶,符合基础原生食材定义
353,豇豆,42,KEEP,151,豇豆,符合基础原生食材定义
354,牛里脊,42,KEEP,152,牛里脊,符合基础原生食材定义
355,牛肉馅,42,MERGE,8,牛肉,明确别名或规范名统一
358,牛排,41,KEEP,155,牛排,符合基础原生食材定义
361,鲈鱼,41,KEEP,156,鲈鱼,符合基础原生食材定义
362,黄花菜,41,KEEP,153,黄花菜,符合基础原生食材定义
364,橙子,41,KEEP,154,橙子,符合基础原生食材定义
367,水果玉米,41,KEEP,157,水果玉米,符合基础原生食材定义
370,糙米,40,KEEP,163,糙米,符合基础原生食材定义
373,朵西兰花,40,MERGE,53,西兰花,去除确定的鲜冻/去皮去骨描述
375,大白菜,40,KEEP,158,大白菜,符合基础原生食材定义
380,枸杞子,40,MERGE,57,枸杞,明确别名或规范名统一
381,红心火龙果,40,KEEP,159,红心火龙果,符合基础原生食材定义
383,西瓜,40,KEEP,160,西瓜,符合基础原生食材定义
384,扇贝,40,KEEP,161,扇贝,符合基础原生食材定义
385,榛子,40,KEEP,162,榛子,符合基础原生食材定义
390,菜心,39,KEEP,165,菜心,符合基础原生食材定义
391,葱头,39,MERGE,5,洋葱,明确别名或规范名统一
392,猕猴桃,39,KEEP,166,猕猴桃,符合基础原生食材定义
393,紫苏,39,KEEP,164,紫苏,符合基础原生食材定义
395,黑鱼,39,KEEP,167,黑鱼,符合基础原生食材定义
397,板栗,38,KEEP,169,板栗,符合基础原生食材定义
399,油麦菜,38,KEEP,168,油麦菜,符合基础原生食材定义
407,芝麻菜,37,KEEP,176,芝麻菜,符合基础原生食材定义
416,荔浦芋头,37,KEEP,174,荔浦芋头,符合基础原生食材定义
417,猪肝,37,KEEP,171,猪肝,符合基础原生食材定义
418,猪颈肉,37,KEEP,172,猪颈肉,符合基础原生食材定义
422,贝贝南瓜,37,KEEP,173,贝贝南瓜,符合基础原生食材定义
424,开心果,37,KEEP,175,开心果,符合基础原生食材定义
425,椰子,37,KEEP,170,椰子,符合基础原生食材定义
437,无花果,36,KEEP,177,无花果,符合基础原生食材定义
442,巴沙鱼,36,KEEP,178,巴沙鱼,符合基础原生食材定义
447,红尖椒,35,KEEP,181,红尖椒,符合基础原生食材定义
449,白菜叶,35,KEEP,180,白菜叶,符合基础原生食材定义
452,鲜香菇,35,MERGE,23,香菇,去除确定的鲜冻/去皮去骨描述
453,小辣椒,35,KEEP,179,小辣椒,符合基础原生食材定义
456,龙虾,35,KEEP,182,龙虾,符合基础原生食材定义
458,铁棍山药,35,KEEP,183,铁棍山药,符合基础原生食材定义
461,猪五花肉,35,MERGE,10,五花肉,明确别名或规范名统一
464,芸豆,34,KEEP,186,芸豆,符合基础原生食材定义
466,黄桃,34,KEEP,188,黄桃,符合基础原生食材定义
467,松子,34,KEEP,190,松子,符合基础原生食材定义
468,凤梨,34,KEEP,187,凤梨,符合基础原生食材定义
469,小青菜,34,KEEP,185,小青菜,符合基础原生食材定义
470,番薯,34,MERGE,28,红薯,明确别名或规范名统一
473,海参,34,KEEP,189,海参,符合基础原生食材定义
475,冬笋,34,KEEP,184,冬笋,符合基础原生食材定义
480,羽衣甘蓝,33,KEEP,191,羽衣甘蓝,符合基础原生食材定义
485,干海带,33,KEEP,192,干海带,符合基础原生食材定义
487,蒜蒜,33,MERGE,2,蒜,明确别名或规范名统一
491,甜椒,32,KEEP,194,甜椒,符合基础原生食材定义
492,白蘑菇,32,KEEP,199,白蘑菇,符合基础原生食材定义
493,指天椒,32,KEEP,193,指天椒,符合基础原生食材定义
495,鲍鱼,32,KEEP,198,鲍鱼,符合基础原生食材定义
499,牛腱子,32,KEEP,197,牛腱子,符合基础原生食材定义
504,榴莲,32,KEEP,196,榴莲,符合基础原生食材定义
505,木瓜,32,KEEP,195,木瓜,符合基础原生食材定义
513,线椒,31,KEEP,201,线椒,符合基础原生食材定义
520,南瓜籽,31,KEEP,200,南瓜籽,符合基础原生食材定义
533,小西红柿,30,MERGE,39,圣女果,明确别名或规范名统一
534,香菜叶,30,MERGE,9,香菜,明确别名或规范名统一
535,猪蹄,30,KEEP,204,猪蹄,符合基础原生食材定义
536,皂角米,30,KEEP,207,皂角米,符合基础原生食材定义
537,雪梨,30,KEEP,202,雪梨,符合基础原生食材定义
541,大闸蟹,30,KEEP,205,大闸蟹,符合基础原生食材定义
542,梅花肉,30,KEEP,203,梅花肉,符合基础原生食材定义
543,榴莲肉,30,MERGE,196,榴莲,明确别名或规范名统一
544,章鱼,30,KEEP,206,章鱼,符合基础原生食材定义
545,肥牛卷,29,MERGE,66,肥牛,明确别名或规范名统一
549,菜花,29,KEEP,208,菜花,符合基础原生食材定义
558,鸡毛菜,29,KEEP,209,鸡毛菜,符合基础原生食材定义
559,杨梅,29,KEEP,210,杨梅,符合基础原生食材定义
560,西柚,29,KEEP,211,西柚,符合基础原生食材定义
564,童子鸡,29,KEEP,212,童子鸡,符合基础原生食材定义
573,裙带菜,28,KEEP,218,裙带菜,符合基础原生食材定义
575,松茸,28,KEEP,217,松茸,符合基础原生食材定义
577,鸡蛋一个,28,MERGE,7,鸡蛋,修复数量/单位残留
580,橄榄,28,KEEP,213,橄榄,符合基础原生食材定义
583,橘子,28,KEEP,214,橘子,符合基础原生食材定义
587,紫米,28,KEEP,219,紫米,符合基础原生食材定义
591,桂圆肉,28,MERGE,146,桂圆,明确别名或规范名统一
594,老母鸡,28,KEEP,216,老母鸡,符合基础原生食材定义
596,瘦猪肉,28,KEEP,215,瘦猪肉,符合基础原生食材定义
600,柚子,27,KEEP,223,柚子,符合基础原生食材定义
602,乌鸡,27,KEEP,226,乌鸡,符合基础原生食材定义
608,圆葱,27,MERGE,5,洋葱,明确别名或规范名统一
609,蒜苔,27,KEEP,221,蒜苔,符合基础原生食材定义
611,春笋,27,KEEP,220,春笋,符合基础原生食材定义
614,猪排,27,KEEP,225,猪排,符合基础原生食材定义
617,水蜜桃,27,KEEP,224,水蜜桃,符合基础原生食材定义
619,韭黄,27,KEEP,222,韭黄,符合基础原生食材定义
623,蒜叶,26,KEEP,231,蒜叶,符合基础原生食材定义
629,沙姜,26,KEEP,228,沙姜,符合基础原生食材定义
633,鸡腿菇,26,KEEP,236,鸡腿菇,符合基础原生食材定义
636,扁豆,26,KEEP,227,扁豆,符合基础原生食材定义
639,生姜末,26,MERGE,3,姜,去除切片/切块/切丁等形态描述
641,新鲜草莓,26,MERGE,43,草莓,去除确定的鲜冻/去皮去骨描述
642,小香葱,26,MERGE,1,葱,明确别名或规范名统一
643,大虾,26,KEEP,234,大虾,符合基础原生食材定义
644,瓜子仁,26,KEEP,237,瓜子仁,符合基础原生食材定义
647,百合,26,KEEP,229,百合,符合基础原生食材定义
648,紫苏叶,26,KEEP,230,紫苏叶,符合基础原生食材定义
649,荔枝,26,KEEP,233,荔枝,符合基础原生食材定义
651,花椰菜,26,MERGE,208,菜花,明确别名或规范名统一
652,青萝卜,26,KEEP,232,青萝卜,符合基础原生食材定义
654,瓣蒜,26,MERGE,2,蒜,明确别名或规范名统一
655,带鱼,26,KEEP,235,带鱼,符合基础原生食材定义
659,蒜子,25,MERGE,2,蒜,明确别名或规范名统一
662,甘蓝,25,KEEP,238,甘蓝,符合基础原生食材定义
664,鸭蛋,25,KEEP,243,鸭蛋,符合基础原生食材定义
668,白米,25,KEEP,248,白米,符合基础原生食材定义
685,鸡翅中,25,KEEP,241,鸡翅中,符合基础原生食材定义
686,黄花鱼,25,KEEP,245,黄花鱼,符合基础原生食材定义
688,鸭肉,25,KEEP,242,鸭肉,符合基础原生食材定义
691,花菇,25,KEEP,246,花菇,符合基础原生食材定义
692,青尖椒,25,KEEP,239,青尖椒,符合基础原生食材定义
694,哈密瓜,25,KEEP,240,哈密瓜,符合基础原生食材定义
695,生蚝,25,KEEP,244,生蚝,符合基础原生食材定义
699,朵木耳,25,MERGE,33,木耳,去除确定的鲜冻/去皮去骨描述
705,生燕麦,25,KEEP,247,生燕麦,符合基础原生食材定义
711,羊腿肉,24,KEEP,250,羊腿肉,符合基础原生食材定义
720,泡发木耳,24,MERGE,33,木耳,去除确定的鲜冻/去皮去骨描述
721,干木耳,24,KEEP,252,干木耳,符合基础原生食材定义
722,南瓜子,24,KEEP,253,南瓜子,符合基础原生食材定义
727,鸡蛋清,24,MERGE,52,蛋清,明确别名或规范名统一
728,螺丝椒,24,KEEP,251,螺丝椒,符合基础原生食材定义
729,牛仔骨,24,KEEP,249,牛仔骨,符合基础原生食材定义
730,新鲜香菇,24,MERGE,23,香菇,去除确定的鲜冻/去皮去骨描述
735,芒果肉,24,MERGE,42,芒果,明确别名或规范名统一
739,猪肋排,23,KEEP,260,猪肋排,符合基础原生食材定义
740,茼蒿,23,KEEP,257,茼蒿,符合基础原生食材定义
741,芥菜,23,KEEP,256,芥菜,符合基础原生食材定义
742,丝瓜,23,KEEP,254,丝瓜,符合基础原生食材定义
745,鱿鱼须,23,KEEP,261,鱿鱼须,符合基础原生食材定义
747,芫荽,23,MERGE,9,香菜,明确别名或规范名统一
751,鲜辣椒,23,MERGE,17,辣椒,去除确定的鲜冻/去皮去骨描述
757,小土豆,23,MERGE,12,土豆,明确别名或规范名统一
765,花生仁,23,KEEP,263,花生仁,符合基础原生食材定义
766,蒜薹,23,KEEP,258,蒜薹,符合基础原生食材定义
771,生姜片,23,MERGE,3,姜,去除切片/切块/切丁等形态描述
774,樱桃萝卜,23,KEEP,255,樱桃萝卜,符合基础原生食材定义
775,椰枣,23,KEEP,259,椰枣,符合基础原生食材定义
781,黑虎虾,23,KEEP,262,黑虎虾,符合基础原生食材定义
794,桃子,22,KEEP,267,桃子,符合基础原生食材定义
805,冬菇,22,KEEP,269,冬菇,符合基础原生食材定义
807,鸡脚,22,KEEP,268,鸡脚,符合基础原生食材定义
809,空心菜,22,KEEP,264,空心菜,符合基础原生食材定义
810,鲜虾仁,22,MERGE,41,虾仁,去除确定的鲜冻/去皮去骨描述
811,三色藜麦,22,KEEP,272,三色藜麦,符合基础原生食材定义
812,生菜叶,22,MERGE,31,生菜,明确别名或规范名统一
818,赤小豆,22,KEEP,271,赤小豆,符合基础原生食材定义
819,燕麦米,22,KEEP,273,燕麦米,符合基础原生食材定义
820,苦瓜,22,KEEP,265,苦瓜,符合基础原生食材定义
822,高丽菜,22,MERGE,76,卷心菜,明确别名或规范名统一
823,香芋,22,KEEP,270,香芋,符合基础原生食材定义
824,荠菜,22,KEEP,266,荠菜,符合基础原生食材定义
829,葱葱,22,MERGE,1,葱,明确别名或规范名统一
831,泰椒,21,KEEP,274,泰椒,符合基础原生食材定义
833,白果,21,KEEP,279,白果,符合基础原生食材定义
834,牛尾,21,KEEP,275,牛尾,符合基础原生食材定义
837,泰国香米,21,KEEP,278,泰国香米,符合基础原生食材定义
853,梭子蟹,21,KEEP,277,梭子蟹,符合基础原生食材定义
854,菠菜叶,21,MERGE,40,菠菜,明确别名或规范名统一
864,肥猪肉,21,KEEP,276,肥猪肉,符合基础原生食材定义
866,黑麦,21,KEEP,280,黑麦,符合基础原生食材定义
871,葱白葱,21,MERGE,1,葱,明确别名或规范名统一
873,黄椒,20,KEEP,285,黄椒,符合基础原生食材定义
877,葱叶,20,MERGE,1,葱,明确别名或规范名统一
878,黄鱼,20,KEEP,293,黄鱼,符合基础原生食材定义
879,猪后腿肉,20,KEEP,287,猪后腿肉,符合基础原生食材定义
880,猪脚,20,KEEP,289,猪脚,符合基础原生食材定义
886,香米,20,KEEP,297,香米,符合基础原生食材定义
888,鱿鱼圈,20,MERGE,78,鱿鱼,明确别名或规范名统一
895,猪皮,20,KEEP,288,猪皮,符合基础原生食材定义
896,螃蟹,20,KEEP,292,螃蟹,符合基础原生食材定义
897,蒜米,20,MERGE,2,蒜,明确别名或规范名统一
900,菲力牛排,20,KEEP,290,菲力牛排,符合基础原生食材定义
902,黑糯米,20,KEEP,298,黑糯米,符合基础原生食材定义
905,竹笋,20,KEEP,282,竹笋,符合基础原生食材定义
908,牛肉糜,20,MERGE,8,牛肉,明确别名或规范名统一
909,鸡块,20,MERGE,24,鸡肉,明确别名或规范名统一
911,莴笋叶,20,KEEP,283,莴笋叶,符合基础原生食材定义
913,红小豆,20,KEEP,295,红小豆,符合基础原生食材定义
914,小龙虾,20,KEEP,291,小龙虾,符合基础原生食材定义
915,小红椒,20,KEEP,281,小红椒,符合基础原生食材定义
917,草菇,20,KEEP,294,草菇,符合基础原生食材定义
919,红腰豆,20,KEEP,296,红腰豆,符合基础原生食材定义
922,蚕豆,20,KEEP,284,蚕豆,符合基础原生食材定义
925,新鲜柠檬,20,MERGE,22,柠檬,去除确定的鲜冻/去皮去骨描述
926,新鲜罗勒,20,MERGE,51,罗勒,去除确定的鲜冻/去皮去骨描述
932,扁桃仁,20,KEEP,286,扁桃仁,符合基础原生食材定义
